wl,N,M,power,hard,cap,pen,alpha,beta,gamma,subset,mmin,method,init,seed,seed_frac,exp,curve,peak_demand,total_load,arrival_slots,carbon_kg,carbon_red_vs_naive_%,carbon_red_vs_consol_%,sla_%,viol_n,energy_kwh,cost_gbp,util_%,overload_%,feasible,makespan_h,nfe,runtime_s,peak_mem_mb
google,500,20,linear,False,False,0.0,0.4,0.3,0.3,0,0,DE,random,2,0.3333333333333333,CONV,0.258278;0.251982;0.249708;0.249708;0.249708;0.247796;0.243524;0.240312;0.239183;0.237793;0.237793;0.237793;0.233991;0.233062;0.230461;0.228464;0.228153;0.228153;0.223742;0.220247;0.220247;0.220247;0.220176;0.220176;0.217988;0.217802;0.216023;0.215505;0.215189;0.215189;0.212788;0.212788;0.211033;0.210348;0.210348;0.207741;0.207741;0.205672;0.205672;0.205672;0.202506;0.202506;0.202506;0.201885;0.201494;0.201494;0.201494;0.201260;0.200366;0.200244;0.199633;0.199633;0.198831;0.198831;0.198549;0.198141;0.196945;0.196858;0.195478;0.195478;0.195036;0.195036;0.195036;0.194805;0.194800;0.194454;0.194010;0.194003;0.193993;0.193993;0.193993;0.193993;0.193991;0.193991;0.193989;0.193989;0.193979;0.193974;0.193974;0.193968;0.193967;0.193963;0.193963;0.193961;0.193955;0.193955;0.193955;0.193953;0.193953;0.193949;0.193949;0.193949;0.193948;0.193948;0.193948;0.193948;0.193948;0.193948;0.193948;0.193948;0.193948;0.193948;0.193948;0.193948;0.193948;0.193948;0.193948;0.193948;0.193948;0.193948;0.193948;0.193948;0.193948;0.193948;0.193948;0.193948;0.193948;0.193948;0.193948;0.193948,5.26,31.19,35,0.518127,81.6629,-9.8599,40.2,201,5.4391,0.9203,50.304,0.0,True,34.5,4840,1.5657,1.46
google,500,20,linear,False,False,0.0,0.4,0.3,0.3,0,0,DE,random,3,0.3333333333333333,CONV,0.255318;0.249945;0.249945;0.248023;0.243649;0.242534;0.237366;0.237366;0.234282;0.234282;0.233874;0.227089;0.227089;0.227089;0.227089;0.227089;0.227062;0.224773;0.224530;0.223660;0.222508;0.221396;0.221396;0.219372;0.219145;0.218865;0.218414;0.218258;0.217259;0.216116;0.214466;0.214466;0.214466;0.214370;0.213302;0.213236;0.211389;0.211313;0.211313;0.211126;0.210092;0.208695;0.208695;0.208109;0.208109;0.208109;0.207375;0.206886;0.206886;0.206866;0.205733;0.205733;0.205718;0.205712;0.205704;0.205382;0.205382;0.205081;0.204514;0.204514;0.204499;0.203887;0.203880;0.203880;0.203879;0.203870;0.203846;0.203846;0.203836;0.203832;0.203813;0.203798;0.203798;0.203796;0.203796;0.203796;0.203796;0.203793;0.203793;0.203793;0.203792;0.203792;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791;0.203791,5.26,31.19,35,0.519841,81.6023,-10.2233,43.4,217,5.4391,0.9248,49.977,0.0,True,36.0,4840,1.5451,1.41
google,500,20,linear,False,False,0.0,0.4,0.3,0.3,0,0,DE,random,4,0.3333333333333333,CONV,0.257989;0.254739;0.253467;0.250324;0.249658;0.249291;0.247001;0.244562;0.243527;0.238455;0.238455;0.237651;0.235018;0.235018;0.234856;0.233839;0.233839;0.231650;0.231650;0.229414;0.228004;0.227851;0.225537;0.222396;0.222396;0.222396;0.222396;0.221906;0.221295;0.220221;0.219296;0.219296;0.219296;0.218947;0.217068;0.217068;0.217068;0.217068;0.216792;0.214594;0.213048;0.213048;0.213048;0.211405;0.210192;0.210192;0.210020;0.210020;0.209425;0.209425;0.209425;0.208992;0.207412;0.207412;0.207091;0.207076;0.206227;0.206209;0.206191;0.206140;0.205502;0.204949;0.203992;0.203741;0.203406;0.203406;0.203406;0.203406;0.202175;0.202175;0.202175;0.202175;0.201841;0.201841;0.201841;0.201534;0.201002;0.201002;0.201002;0.201002;0.201002;0.200727;0.200695;0.200107;0.200096;0.199779;0.199193;0.199193;0.199193;0.199193;0.199193;0.199178;0.199155;0.199155;0.199139;0.199126;0.199126;0.199121;0.199121;0.199104;0.199104;0.199104;0.199104;0.199104;0.199104;0.199093;0.199085;0.199085;0.199085;0.199082;0.199082;0.199081;0.199066;0.199066;0.199065;0.199060;0.199049;0.199043;0.199036;0.199036,5.26,31.19,35,0.511682,81.891,-8.4933,42.2,211,5.3891,0.9196,51.129,0.0,True,34.5,4840,1.5446,1.5
google,500,20,linear,False,False,0.0,0.4,0.3,0.3,0,0,DE,random,5,0.3333333333333333,CONV,0.255506;0.255506;0.255392;0.249929;0.249012;0.245527;0.242506;0.240988;0.240762;0.240762;0.237883;0.235877;0.233618;0.231756;0.227719;0.227719;0.227684;0.225777;0.221025;0.221025;0.220371;0.219958;0.217958;0.217958;0.217958;0.214938;0.214938;0.214938;0.213194;0.213194;0.213194;0.213194;0.211914;0.211914;0.211914;0.211017;0.210979;0.208784;0.207797;0.207186;0.207186;0.207186;0.205902;0.205199;0.205199;0.205185;0.204238;0.204085;0.204085;0.203634;0.203634;0.203623;0.203577;0.203577;0.203577;0.203577;0.203577;0.203577;0.203567;0.203567;0.203562;0.203552;0.203552;0.203552;0.203547;0.203547;0.203541;0.203526;0.203526;0.203526;0.203526;0.203519;0.203517;0.203509;0.203507;0.203506;0.203503;0.203499;0.203489;0.203489;0.203489;0.203489;0.203472;0.203471;0.203471;0.203468;0.203468;0.203468;0.203468;0.203462;0.203462;0.203461;0.203460;0.203460;0.203458;0.203458;0.203457;0.203456;0.203456;0.203456;0.203456;0.203456;0.203456;0.203456;0.203456;0.203456;0.203456;0.203456;0.203456;0.203456;0.203456;0.203456;0.203456;0.203456;0.203456;0.203456;0.203456;0.203456;0.203456;0.203456,5.26,31.19,35,0.53019,81.236,-12.4176,42.8,214,5.5391,0.9354,48.369,0.0,True,35.0,4840,1.6218,1.53
google,500,20,linear,False,False,0.0,0.4,0.3,0.3,0,0,DE,random,6,0.3333333333333333,CONV,0.256294;0.255569;0.252569;0.252226;0.252226;0.246956;0.246956;0.246956;0.237700;0.237700;0.237510;0.232685;0.225855;0.225855;0.225855;0.221838;0.216200;0.216200;0.216200;0.215633;0.215633;0.210544;0.210544;0.210541;0.207794;0.207794;0.206776;0.205727;0.203079;0.202663;0.199964;0.199964;0.199964;0.199689;0.199686;0.197880;0.197853;0.197853;0.196251;0.195271;0.194816;0.194572;0.192602;0.192602;0.190860;0.190860;0.189843;0.189843;0.189843;0.189613;0.188496;0.187270;0.186708;0.186708;0.186362;0.185685;0.184408;0.184408;0.184307;0.182933;0.182933;0.182772;0.182725;0.182266;0.182254;0.181057;0.179916;0.179916;0.179653;0.179513;0.178711;0.178711;0.178711;0.178667;0.178086;0.178086;0.178086;0.178086;0.178086;0.177580;0.177580;0.177112;0.177112;0.177112;0.177112;0.177087;0.176954;0.176954;0.176954;0.176954;0.176951;0.176951;0.176951;0.176940;0.176931;0.176931;0.176917;0.176906;0.176906;0.176902;0.176878;0.176878;0.176878;0.176878;0.176878;0.176875;0.176873;0.176873;0.176869;0.176855;0.176846;0.176846;0.176846;0.176846;0.176846;0.176845;0.176836;0.176836;0.176836;0.176827,5.26,31.19,35,0.507381,82.0433,-7.5814,35.0,175,5.3391,0.9047,51.981,0.0,True,33.5,4840,1.5768,1.52
google,500,20,linear,False,False,0.0,0.4,0.3,0.3,0,0,DE,random,7,0.3333333333333333,CONV,0.245189;0.245189;0.245189;0.242619;0.242619;0.242347;0.240816;0.240176;0.237801;0.237801;0.234553;0.234037;0.233415;0.233129;0.232822;0.231948;0.231948;0.229944;0.228060;0.228060;0.228060;0.227552;0.227535;0.226224;0.224431;0.223788;0.223348;0.221525;0.220713;0.219499;0.219499;0.219499;0.219384;0.217760;0.217760;0.216526;0.216023;0.215302;0.215302;0.213531;0.213531;0.213531;0.213429;0.212906;0.212906;0.212609;0.212206;0.212206;0.211578;0.210993;0.210984;0.210827;0.210827;0.210827;0.210066;0.210066;0.210028;0.210027;0.209627;0.209433;0.209433;0.209432;0.209425;0.209410;0.209391;0.209391;0.209375;0.209369;0.209369;0.208979;0.208979;0.208979;0.208979;0.208979;0.208976;0.208976;0.208975;0.208973;0.208972;0.208970;0.208970;0.208965;0.208965;0.208962;0.208959;0.208958;0.208958;0.208957;0.208956;0.208955;0.208955;0.208955;0.208953;0.208953;0.208953;0.208953;0.208953;0.208953;0.208953;0.208953;0.208953;0.208953;0.208953;0.208953;0.208953;0.208953;0.208953;0.208953;0.208953;0.208953;0.208953;0.208953;0.208953;0.208953;0.208953;0.208953;0.208953;0.208953;0.208953;0.208953,5.26,31.19,35,0.526637,81.3618,-11.6643,44.8,224,5.4391,0.9278,50.304,0.0,True,32.5,4840,1.576,1.47
google,500,20,linear,False,False,0.0,0.4,0.3,0.3,0,0,DE,random,8,0.3333333333333333,CONV,0.256422;0.254572;0.254572;0.253092;0.245784;0.245784;0.245357;0.245357;0.244072;0.243584;0.243584;0.242739;0.240223;0.239326;0.239326;0.233522;0.232152;0.231975;0.231975;0.231791;0.229129;0.229129;0.228759;0.224766;0.223583;0.223162;0.223162;0.220615;0.219871;0.218268;0.216787;0.216635;0.216148;0.215698;0.214428;0.214428;0.213747;0.213443;0.212577;0.212367;0.212367;0.211506;0.210889;0.210780;0.210234;0.210234;0.210225;0.209252;0.208875;0.208848;0.208186;0.208186;0.208186;0.208177;0.208164;0.208161;0.208161;0.208149;0.208145;0.208143;0.208143;0.208126;0.208126;0.208126;0.208125;0.208113;0.208110;0.208105;0.208100;0.208094;0.208089;0.208083;0.208076;0.208076;0.208070;0.208069;0.208067;0.208067;0.208067;0.208065;0.208065;0.208064;0.208063;0.208063;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061;0.208061,5.26,31.19,35,0.520338,81.5847,-10.3287,44.8,224,5.4391,0.9171,50.13,0.0,True,33.0,4840,1.594,1.43
google,500,20,linear,False,False,0.0,0.4,0.3,0.3,0,0,DE,random,9,0.3333333333333333,CONV,0.259334;0.258311;0.249993;0.245824;0.241842;0.241842;0.241842;0.241842;0.241842;0.240926;0.239431;0.233511;0.233511;0.233511;0.233511;0.233511;0.232869;0.231943;0.230045;0.230045;0.228320;0.228320;0.228001;0.228001;0.227405;0.226876;0.226876;0.225103;0.224388;0.224388;0.224388;0.224388;0.224388;0.222923;0.222599;0.221958;0.220825;0.220818;0.220553;0.220550;0.219595;0.219595;0.219595;0.218799;0.218799;0.218686;0.217968;0.217665;0.216952;0.216546;0.216546;0.216269;0.215933;0.215799;0.215579;0.215304;0.214748;0.214728;0.214550;0.214205;0.214205;0.214161;0.213718;0.213344;0.213344;0.213344;0.213323;0.213321;0.213321;0.213320;0.213314;0.213308;0.213308;0.213308;0.213305;0.213305;0.213303;0.213303;0.213301;0.213299;0.213299;0.213296;0.213296;0.213291;0.213284;0.213282;0.213282;0.213280;0.213280;0.213280;0.213278;0.213278;0.213278;0.213277;0.213277;0.213277;0.213277;0.213277;0.213277;0.213277;0.213277;0.213277;0.213277;0.213277;0.213277;0.213277;0.213277;0.213277;0.213277;0.213277;0.213277;0.213277;0.213277;0.213277;0.213277;0.213277;0.213277;0.213277;0.213277;0.213277,5.26,31.19,35,0.510557,81.9309,-8.2547,47.0,235,5.3891,0.9178,50.893,0.0,True,33.5,4840,1.589,1.46
google,500,20,linear,False,False,0.0,0.4,0.3,0.3,0,0,DE,random,10,0.3333333333333333,CONV,0.259516;0.259516;0.259143;0.250689;0.250378;0.249491;0.249491;0.246174;0.245324;0.242051;0.242051;0.240329;0.239039;0.237557;0.234615;0.233324;0.233148;0.233148;0.229778;0.228248;0.228088;0.227991;0.226711;0.225305;0.221932;0.221932;0.221142;0.220783;0.219149;0.217028;0.214494;0.214494;0.214273;0.213425;0.212974;0.209131;0.207259;0.207259;0.207259;0.203822;0.203822;0.203822;0.203822;0.201200;0.201200;0.201200;0.200266;0.200266;0.197382;0.197382;0.197185;0.194433;0.194433;0.193904;0.192821;0.192810;0.191963;0.191963;0.191963;0.188394;0.188394;0.188394;0.188394;0.188394;0.188070;0.187903;0.186022;0.182884;0.181900;0.181900;0.181872;0.181872;0.181872;0.180962;0.180777;0.180056;0.179374;0.179374;0.179374;0.179332;0.179332;0.179332;0.178427;0.178427;0.178018;0.178018;0.177594;0.177226;0.177127;0.177127;0.177125;0.177104;0.177104;0.176472;0.176472;0.176472;0.176458;0.176458;0.176457;0.176457;0.176457;0.176398;0.176374;0.176374;0.176374;0.176374;0.176374;0.176374;0.176359;0.176359;0.176352;0.176352;0.176349;0.176349;0.176349;0.176349;0.176344;0.176344;0.176344;0.176339,5.26,31.19,35,0.495458,82.4652,-5.0532,35.4,177,5.2891,0.9072,52.211,0.0,True,31.5,4840,1.5569,1.55
google,500,20,linear,False,False,0.0,0.4,0.3,0.3,0,0,HHO,random,1,0.3333333333333333,CONV,0.066765;0.066104;0.065697;0.065697;0.065696;0.065693;0.065313;0.065313;0.065090;0.065090;0.065089;0.065089;0.065089;0.065089;0.065083;0.065083;0.065083;0.065083;0.065083;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064644;0.064577;0.064535;0.063887;0.063879;0.063879;0.063878;0.063861;0.063861;0.063854;0.063166;0.063161;0.063161;0.063161;0.063161;0.063161;0.063161;0.063158;0.063158;0.063158;0.063158;0.063158;0.063158;0.063158;0.063158;0.063158;0.063158;0.063158;0.063158;0.063158;0.063158;0.063158;0.063158;0.063158;0.063158;0.063158;0.063158;0.063158;0.063158;0.063158;0.063158;0.063158;0.063158;0.063158;0.063158;0.063153;0.063153;0.063151;0.063151;0.063150;0.063150;0.063150,5.26,31.19,35,0.446086,84.2125,5.4152,0.0,0,4.9891,0.8362,50.993,0.0,True,25.0,8844,2.4892,1.06
google,500,20,linear,False,False,0.0,0.4,0.3,0.3,0,0,HHO,random,2,0.3333333333333333,CONV,0.066765;0.066352;0.065401;0.064972;0.064028;0.063113;0.062390;0.062390;0.062390;0.062390;0.062390;0.062390;0.062390;0.062390;0.062390;0.062390;0.062390;0.062390;0.062390;0.062390;0.062390;0.062390;0.062390;0.062390;0.062390;0.062390;0.061954;0.061949;0.061940;0.061227;0.061227;0.061222;0.061222;0.061219;0.061219;0.061219;0.061219;0.061219;0.061219;0.061219;0.061219;0.061219;0.061219;0.061219;0.061084;0.061082;0.061082;0.061082;0.061082;0.061082;0.061082;0.061072;0.061067;0.061067;0.061067;0.061067;0.061067;0.060963;0.060956;0.060956;0.060956;0.060955;0.060955;0.060955;0.060954;0.060953;0.060953;0.060953;0.060953;0.060953;0.060949;0.060925;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563;0.060563,5.26,31.19,35,0.427814,84.8592,9.2895,0.0,0,4.9391,0.8166,49.88,0.0,True,28.0,8886,2.5086,1.07
google,500,20,linear,False,False,0.0,0.4,0.3,0.3,0,0,GA,random,9,0.3333333333333333,CONV,0.248977;0.248779;0.239520;0.234852;0.232671;0.223771;0.223771;0.221413;0.219798;0.216174;0.212523;0.207916;0.205098;0.199948;0.196087;0.196087;0.192856;0.190702;0.186202;0.185250;0.184873;0.182331;0.180278;0.175489;0.175489;0.175489;0.172435;0.171734;0.170664;0.170664;0.170280;0.166709;0.163698;0.163698;0.163698;0.163698;0.160934;0.160698;0.160698;0.160698;0.158723;0.154843;0.154843;0.154456;0.154456;0.154456;0.154456;0.153025;0.152491;0.152491;0.152491;0.152357;0.150320;0.149363;0.149143;0.149143;0.148987;0.148987;0.148987;0.148033;0.147356;0.147356;0.147356;0.146446;0.143311;0.142494;0.142494;0.142494;0.142494;0.142494;0.141243;0.140805;0.140805;0.140805;0.140805;0.137540;0.137540;0.137540;0.137540;0.137540;0.137309;0.137309;0.135580;0.135580;0.135580;0.135580;0.135580;0.135580;0.135580;0.135580;0.135580;0.135580;0.135580;0.135580;0.135580;0.133643;0.133643;0.133643;0.133643;0.133643;0.133643;0.133643;0.130247;0.130247;0.130247;0.130247;0.130247;0.130247;0.130247;0.130247;0.129387;0.129387;0.129387;0.129387;0.129387;0.127956;0.127956;0.127956;0.127956;0.127956,5.26,31.19,35,0.509705,81.961,-8.074,18.6,93,5.4891,0.9242,49.188,0.0,True,32.0,4840,2.6496,1.63
google,500,20,linear,False,False,0.0,0.4,0.3,0.3,0,0,GA,random,10,0.3333333333333333,CONV,0.254009;0.253167;0.246328;0.238224;0.237227;0.224838;0.223210;0.219562;0.215284;0.215284;0.215284;0.213779;0.212426;0.207536;0.200160;0.199396;0.199396;0.199166;0.195095;0.194887;0.192396;0.190438;0.188820;0.186519;0.186519;0.186519;0.185054;0.183275;0.182615;0.179777;0.177621;0.177621;0.177621;0.174528;0.174528;0.174480;0.170805;0.170805;0.164669;0.164231;0.164231;0.164231;0.164231;0.161695;0.161695;0.161695;0.159370;0.159370;0.159370;0.156389;0.156389;0.155632;0.155632;0.155632;0.155632;0.155421;0.151924;0.151924;0.151924;0.151924;0.150490;0.145901;0.145901;0.145901;0.145901;0.143091;0.143091;0.143091;0.143091;0.140312;0.140312;0.140312;0.140312;0.140312;0.140312;0.138959;0.137456;0.137456;0.137102;0.137102;0.135380;0.135380;0.135380;0.135380;0.135380;0.135380;0.135380;0.135380;0.135380;0.135380;0.135380;0.135380;0.135380;0.135380;0.135380;0.135380;0.135380;0.135380;0.135380;0.135380;0.135380;0.135380;0.135380;0.135380;0.135121;0.135121;0.135082;0.134851;0.134280;0.133368;0.133368;0.133368;0.133368;0.130594;0.130594;0.130594;0.130594;0.130594;0.130594;0.129549,5.26,31.19,35,0.482811,82.9128,-2.3716,20.4,102,5.3391,0.9028,51.636,0.0,True,30.0,4840,2.5997,1.66
google,500,20,linear,False,False,0.0,0.4,0.3,0.3,0,0,WOA,carbon,1,0.3333333333333333,CONV,0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.048883;0.048882;0.048879;0.048879;0.048879;0.048879;0.048879;0.048879;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878,5.26,31.19,35,0.345269,87.7806,26.7918,0.0,0,4.5891,0.7418,53.759,0.0,True,26.0,4840,1.5588,1.0
google,500,20,linear,False,False,0.0,0.4,0.3,0.3,0,0,WOA,carbon,2,0.3333333333333333,CONV,0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.049680;0.049660;0.049660;0.049615;0.048923;0.048899;0.048898;0.048898;0.048879;0.048879;0.048879;0.048879;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878;0.048878,5.26,31.19,35,0.34527,87.7805,26.7915,0.0,0,4.5891,0.7418,52.437,0.0,True,26.0,4840,1.5615,1.0
google,500,20,linear,False,False,0.0,0.4,0.3,0.3,0,0,WOA,carbon,3,0.3333333333333333,CONV,0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050036;0.049614;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048877;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875;0.048875,5.26,31.19,35,0.34525,87.7813,26.7958,0.0,0,4.5891,0.7418,53.086,0.0,True,26.0,4840,1.5149,0.99
google,500,20,linear,False,False,0.0,0.4,0.3,0.3,0,0,WOA,carbon,4,0.3333333333333333,CONV,0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.049641;0.049641;0.049641;0.049641;0.049641;0.049641;0.049641;0.049641;0.049641;0.049641;0.049641;0.049641;0.049641;0.049641;0.049641;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635;0.049635,5.26,31.19,35,0.350617,87.5913,25.6577,0.0,0,4.6391,0.7493,50.187,0.0,True,26.0,4840,1.5146,0.96
google,500,20,linear,False,False,0.0,0.4,0.3,0.3,0,0,WOA,carbon,5,0.3333333333333333,CONV,0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.050052;0.049334;0.049334;0.049334;0.049334;0.049312;0.049312;0.049312;0.049305;0.049305;0.049304;0.049303;0.049303;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302;0.049302,5.26,31.19,35,0.348266,87.6745,26.1562,0.0,0,4.6391,0.7493,52.014,0.0,True,26.0,4840,1.5288,0.96
google,500,20,linear,False,False,0.0,0.4,0.3,0.3,0,0,WOA,carbon,6,0.3333333333333333,CONV,0.050052;0.050052;0.049475;0.049296;0.049296;0.049296;0.049295;0.049283;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282;0.049282,5.26,31.19,35,0.348124,87.6795,26.1864,0.0,0,4.6391,0.7493,50.584,0.0,True,26.0,4840,1.5216,0.97
