wl,N,M,power,hard,cap,pen,alpha,beta,gamma,subset,mmin,region,window,method,init,seed,seed_frac,exp,peak_demand,total_load,arrival_slots,carbon_kg,carbon_red_vs_naive_%,carbon_red_vs_consol_%,sla_%,viol_n,energy_kwh,cost_gbp,util_%,overload_%,feasible,makespan_h,nfe,runtime_s,peak_mem_mb
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,US-MIDA,0,FIFO,-,0,0.3333333333333333,E28,16.49,95.45,39,32.041853,0.0,-620.6824,0.0,0,95.9591,15.66,5.308,8.9738,False,24.5,0,0.0,0.0
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,US-MIDA,0,Consolidation,-,0,0.3333333333333333,E28,16.49,95.45,39,4.446043,86.1243,0.0,0.0,0,13.3091,2.1675,55.842,8.9738,False,24.5,0,0.0,0.0
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,US-MIDA,0,Greedy(EDF+greenest),-,0,0.3333333333333333,E28,16.49,95.45,39,4.207997,86.8672,5.3541,0.0,0,12.8091,2.1227,62.567,12.2138,False,24.5,0,0.0005,0.0
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,US-MIDA,0,VCC(Google),-,0,0.3333333333333333,E28,16.49,95.45,39,4.431849,86.1686,0.3193,0.0,0,13.2591,2.16,60.286,0.0,True,24.5,0,0.0048,0.0
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,US-MIDA,0,Threshold(WaitAwhile),-,0,0.3333333333333333,E28,16.49,95.45,39,4.320597,86.5158,2.8215,0.0,0,13.0091,2.1225,59.309,6.3889,False,24.5,0,0.0216,0.0
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,US-MIDA,0,WOA,random,1,0.3333333333333333,E28,16.49,95.45,39,4.293578,86.6001,3.4292,0.0,0,12.8591,2.1374,81.132,0.0,True,25.5,4840,2.5367,2.48
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,US-MIDA,0,WOA,random,2,0.3333333333333333,E28,16.49,95.45,39,4.299399,86.5819,3.2983,0.0,0,12.8591,2.119,76.643,0.0,True,26.0,4840,2.5152,2.53
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,US-MIDA,0,WOA,random,3,0.3333333333333333,E28,16.49,95.45,39,4.330063,86.4862,2.6086,0.0,0,12.9591,2.1337,72.677,0.0,True,25.0,4840,2.5575,2.58
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,US-MIDA,0,WOA,carbon,8,0.3333333333333333,E28,16.49,95.45,39,4.230646,86.7965,4.8447,0.0,0,12.8591,2.1544,68.945,0.0,True,24.5,4840,2.6583,2.39
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,US-MIDA,0,WOA,carbon,9,0.3333333333333333,E28,16.49,95.45,39,4.261266,86.7009,4.156,0.0,0,12.9591,2.1675,63.644,0.0,True,24.5,4840,2.6515,2.55
