wl,N,M,power,hard,cap,pen,alpha,beta,gamma,subset,mmin,region,window,method,init,seed,seed_frac,exp,peak_demand,total_load,arrival_slots,carbon_kg,carbon_red_vs_naive_%,carbon_red_vs_consol_%,sla_%,viol_n,energy_kwh,cost_gbp,util_%,overload_%,feasible,makespan_h,nfe,runtime_s,peak_mem_mb
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,FIFO,-,0,0.3333333333333333,E27,16.49,95.45,39,5.850587,0.0,-615.6355,0.0,0,95.9591,15.66,5.308,0.0,True,24.5,0,0.0,0.0
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,Consolidation,-,0,0.3333333333333333,E27,16.49,95.45,39,0.817537,86.0264,0.0,0.0,0,13.3091,2.1675,55.842,0.0,True,24.5,0,0.0,0.0
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,Greedy(EDF+greenest),-,0,0.3333333333333333,E27,16.49,95.45,39,0.588143,89.9473,28.0591,0.0,0,12.6091,1.9249,65.886,0.0,True,28.5,0,0.0001,0.0
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,VCC(Google),-,0,0.3333333333333333,E27,16.49,95.45,39,0.817537,86.0264,0.0,0.0,0,13.3091,2.1675,55.842,0.0,True,24.5,0,0.0041,0.0
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,Threshold(WaitAwhile),-,0,0.3333333333333333,E27,16.49,95.45,39,0.713384,87.8066,12.7399,0.0,0,13.1091,2.1225,57.162,0.0,True,24.5,0,0.0172,0.0
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,random,1,0.3333333333333333,E27,16.49,95.45,39,0.661349,88.696,19.1047,0.0,0,13.3091,2.2052,55.929,0.0,True,28.5,4840,2.8622,2.32
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,random,2,0.3333333333333333,E27,16.49,95.45,39,0.66047,88.7111,19.2123,0.0,0,13.2091,2.1921,58.899,0.0,True,28.5,4840,3.3183,2.54
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,carbon,8,0.3333333333333333,E27,16.49,95.45,39,1.784521,87.7533,10.944,0.0,0,13.0591,2.0933,71.804,0.0,True,27.0,4840,2.9381,2.67
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,carbon,9,0.3333333333333333,E27,16.49,95.45,39,1.711329,88.2556,14.5966,0.0,0,12.9091,1.9763,71.792,0.0,True,26.5,4840,3.0251,2.84
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,carbon,10,0.3333333333333333,E27,16.49,95.45,39,1.816486,87.5339,9.3488,0.0,0,13.0591,2.1467,73.24,0.0,True,27.5,4840,3.5411,2.44
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,FIFO,-,0,0.3333333333333333,E27,16.49,95.45,39,14.571419,0.0,-627.1823,0.0,0,95.9591,15.66,5.308,0.0,True,24.5,0,0.0,0.0
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,Consolidation,-,0,0.3333333333333333,E27,16.49,95.45,39,2.003819,86.2483,0.0,0.0,0,13.3091,2.1675,55.842,0.0,True,24.5,0,0.0,0.0
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,Greedy(EDF+greenest),-,0,0.3333333333333333,E27,16.49,95.45,39,1.650826,88.6708,17.616,0.0,0,12.8091,1.9214,65.19,0.7331,False,26.0,0,0.0002,0.0
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,VCC(Google),-,0,0.3333333333333333,E27,16.49,95.45,39,2.005425,86.2373,-0.0802,0.0,0,13.3091,2.1675,56.567,0.0,True,24.5,0,0.0051,0.0
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,Threshold(WaitAwhile),-,0,0.3333333333333333,E27,16.49,95.45,39,1.799677,87.6493,10.1876,0.0,0,12.9091,1.9364,53.88,0.0,True,24.5,0,0.0227,0.0
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,carbon,7,0.3333333333333333,E27,16.49,95.45,39,1.66678,88.5613,16.8199,0.0,0,12.9591,1.953,64.782,0.0,True,27.5,4840,3.4182,2.55
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,carbon,8,0.3333333333333333,E27,16.49,95.45,39,1.66037,88.6053,17.1397,0.0,0,12.8591,1.9289,68.477,0.0,True,27.0,4840,3.4091,2.46
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,carbon,9,0.3333333333333333,E27,16.49,95.45,39,1.669755,88.5409,16.6714,0.0,0,12.8591,1.938,69.719,0.0,True,27.0,4840,3.391,2.44
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,carbon,10,0.3333333333333333,E27,16.49,95.45,39,1.662425,88.5912,17.0372,0.0,0,12.7591,1.9236,70.49,0.0,True,27.0,4840,3.4046,2.46
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,2,FIFO,-,0,0.3333333333333333,E27,16.49,95.45,39,16.811124,0.0,-620.7423,0.0,0,95.9591,15.66,5.308,8.9738,False,24.5,0,0.0,0.0
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,2,Consolidation,-,0,0.3333333333333333,E27,16.49,95.45,39,2.332474,86.1254,0.0,0.0,0,13.3091,2.1675,55.842,8.9738,False,24.5,0,0.0,0.0
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,2,Greedy(EDF+greenest),-,0,0.3333333333333333,E27,16.49,95.45,39,2.142842,87.2534,8.13,0.0,0,12.8591,1.9624,64.537,13.3138,False,26.5,0,0.0002,0.0
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,2,VCC(Google),-,0,0.3333333333333333,E27,16.49,95.45,39,2.320588,86.1961,0.5096,0.0,0,13.2591,2.16,59.779,0.0,True,24.5,0,0.0052,0.0
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,random,10,0.3333333333333333,E27,16.49,95.45,39,1.845954,87.3317,7.8782,0.0,0,13.1591,2.1771,70.262,0.0,True,28.5,4840,2.7906,2.58
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,carbon,1,0.3333333333333333,E27,16.49,95.45,39,1.802995,87.6265,10.0221,0.0,0,13.2591,2.1404,66.447,0.0,True,28.5,4840,2.8094,2.49
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,carbon,2,0.3333333333333333,E27,16.49,95.45,39,1.807213,87.5976,9.8116,0.0,0,13.2091,2.1454,66.463,0.0,True,28.5,4840,3.2586,2.59
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,carbon,3,0.3333333333333333,E27,16.49,95.45,39,1.841872,87.3597,8.0819,0.0,0,13.1591,2.1674,72.545,0.0,True,28.5,4840,3.4031,2.52
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,carbon,4,0.3333333333333333,E27,16.49,95.45,39,1.745387,88.0218,12.897,0.0,0,13.0091,2.0455,68.897,0.0,True,27.0,4840,3.4118,2.81
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,carbon,5,0.3333333333333333,E27,16.49,95.45,39,1.750259,87.9884,12.6538,0.0,0,13.1091,2.0445,66.766,0.0,True,27.0,4840,3.3619,2.88
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,carbon,6,0.3333333333333333,E27,16.49,95.45,39,1.847685,87.3198,7.7918,0.0,0,13.2091,2.1709,71.062,0.0,True,28.5,4840,3.3771,2.4
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,carbon,7,0.3333333333333333,E27,16.49,95.45,39,1.821247,87.5012,9.1112,0.0,0,13.3091,2.1788,65.886,0.0,True,28.0,4840,3.3757,2.53
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,carbon,2,0.3333333333333333,E27,16.49,95.45,39,0.662487,88.6766,18.9655,0.0,0,12.9591,2.1329,75.501,0.0,True,28.0,4840,2.7736,2.66
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,carbon,3,0.3333333333333333,E27,16.49,95.45,39,0.665589,88.6236,18.5861,0.0,0,13.0591,2.124,71.155,0.0,True,28.5,4840,2.8086,2.45
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,carbon,4,0.3333333333333333,E27,16.49,95.45,39,0.675589,88.4526,17.3629,0.0,0,13.1591,2.1668,71.337,0.0,True,28.0,4840,3.3027,2.47
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,carbon,5,0.3333333333333333,E27,16.49,95.45,39,0.656931,88.7715,19.6451,0.0,0,12.9091,2.1164,78.212,0.0,True,27.5,4840,3.4198,2.44
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,carbon,6,0.3333333333333333,E27,16.49,95.45,39,0.661188,88.6988,19.1244,0.0,0,13.1591,2.1516,70.348,0.0,True,28.5,4840,3.4128,2.44
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,carbon,7,0.3333333333333333,E27,16.49,95.45,39,0.654563,88.812,19.9348,0.0,0,12.9591,2.1278,74.733,0.0,True,28.0,4840,3.3767,2.5
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,carbon,8,0.3333333333333333,E27,16.49,95.45,39,0.668383,88.5758,18.2443,0.0,0,13.0591,2.1445,73.513,0.0,True,27.5,4840,3.3668,2.39
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,carbon,9,0.3333333333333333,E27,16.49,95.45,39,0.660359,88.713,19.2259,0.0,0,13.1591,2.1351,70.034,0.0,True,28.5,4840,3.4027,2.54
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,random,9,0.3333333333333333,E27,16.49,95.45,39,1.824464,87.4792,8.9507,0.0,0,13.2591,2.1891,57.108,0.0,True,28.5,4840,2.792,2.54
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,random,10,0.3333333333333333,E27,16.49,95.45,39,1.825849,87.4697,8.8815,0.0,0,13.2591,2.1891,56.819,0.0,True,28.5,4840,2.8451,2.42
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,carbon,1,0.3333333333333333,E27,16.49,95.45,39,1.661192,88.5997,17.0987,0.0,0,12.7591,1.9225,70.435,0.0,True,26.5,4840,3.3048,2.47
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,carbon,2,0.3333333333333333,E27,16.49,95.45,39,1.668047,88.5526,16.7566,0.0,0,12.9591,1.9439,64.636,0.0,True,27.5,4840,3.431,2.51
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,carbon,3,0.3333333333333333,E27,16.49,95.45,39,1.664459,88.5772,16.9357,0.0,0,12.8091,1.9317,70.273,0.0,True,27.0,4840,3.4264,2.43
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,carbon,4,0.3333333333333333,E27,16.49,95.45,39,1.652938,88.6563,17.5106,0.0,0,12.7091,1.9155,73.676,0.0,True,26.5,4840,3.3902,2.48
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,carbon,5,0.3333333333333333,E27,16.49,95.45,39,1.66748,88.5565,16.7849,0.0,0,12.9091,1.9542,66.137,0.0,True,27.5,4840,3.4136,2.67
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,carbon,6,0.3333333333333333,E27,16.49,95.45,39,1.664967,88.5737,16.9103,0.0,0,12.9091,1.945,66.893,0.0,True,27.0,4840,3.3872,2.55
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,random,3,0.3333333333333333,E27,16.49,95.45,39,0.6613,88.6969,19.1107,0.0,0,13.3091,2.2047,56.443,0.0,True,28.5,4840,2.7958,2.5
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,random,4,0.3333333333333333,E27,16.49,95.45,39,0.65745,88.7627,19.5817,0.0,0,13.2091,2.181,58.156,0.0,True,28.5,4840,2.8402,2.53
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,random,5,0.3333333333333333,E27,16.49,95.45,39,0.661357,88.6959,19.1038,0.0,0,13.3091,2.2052,55.949,0.0,True,28.5,4840,3.3178,2.3
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,random,6,0.3333333333333333,E27,16.49,95.45,39,0.661323,88.6965,19.1079,0.0,0,13.3091,2.2052,55.993,0.0,True,28.5,4840,3.4316,2.42
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,random,7,0.3333333333333333,E27,16.49,95.45,39,0.659338,88.7304,19.3508,0.0,0,13.2091,2.1869,59.923,0.0,True,28.5,4840,3.4525,2.54
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,random,8,0.3333333333333333,E27,16.49,95.45,39,0.659127,88.734,19.3766,0.0,0,13.2591,2.1972,57.321,0.0,True,28.0,4840,3.3722,2.26
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,random,9,0.3333333333333333,E27,16.49,95.45,39,0.661357,88.6959,19.1038,0.0,0,13.3091,2.2052,55.842,0.0,True,28.5,4840,3.4237,2.26
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,random,10,0.3333333333333333,E27,16.49,95.45,39,0.658637,88.7424,19.4365,0.0,0,13.2591,2.188,56.726,0.0,True,28.5,4840,3.4145,2.55
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,random,2,0.3333333333333333,E27,16.49,95.45,39,1.822906,87.4899,9.0284,0.0,0,13.0091,2.1477,74.177,0.0,True,28.0,4840,2.7894,2.4
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,random,3,0.3333333333333333,E27,16.49,95.45,39,1.836034,87.3998,8.3733,0.0,0,13.1091,2.1668,71.886,0.0,True,28.0,4840,2.8466,2.66
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,random,4,0.3333333333333333,E27,16.49,95.45,39,1.849613,87.3066,7.6956,0.0,0,13.2091,2.1925,69.806,0.0,True,28.5,4840,3.3244,2.38
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,random,5,0.3333333333333333,E27,16.49,95.45,39,1.825452,87.4724,8.9014,0.0,0,13.0091,2.1437,75.519,0.0,True,27.5,4840,3.446,2.49
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,random,6,0.3333333333333333,E27,16.49,95.45,39,1.839181,87.3782,8.2162,0.0,0,13.1091,2.1696,71.629,0.0,True,28.0,4840,3.4339,2.54
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,random,7,0.3333333333333333,E27,16.49,95.45,39,1.840051,87.3722,8.1728,0.0,0,13.1591,2.1765,69.176,0.0,True,28.5,4840,3.4046,2.51
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,random,8,0.3333333333333333,E27,16.49,95.45,39,1.830261,87.4394,8.6614,0.0,0,13.0591,2.154,73.156,0.0,True,28.0,4840,3.4063,2.58
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,random,9,0.3333333333333333,E27,16.49,95.45,39,1.826258,87.4668,8.8611,0.0,0,13.0591,2.1518,73.203,0.0,True,28.0,4840,3.4371,2.49
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,carbon,1,0.3333333333333333,E27,16.49,95.45,39,0.585448,89.9933,28.3889,0.0,0,12.5091,1.9099,68.563,0.0,True,28.5,4840,2.7961,2.55
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,carbon,2,0.3333333333333333,E27,16.49,95.45,39,0.582873,90.0374,28.7037,0.0,0,12.4591,1.9024,73.719,0.0,True,28.5,4840,2.8438,2.49
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,carbon,3,0.3333333333333333,E27,16.49,95.45,39,0.582265,90.0477,28.7781,0.0,0,12.4591,1.9024,76.514,0.0,True,28.5,4840,3.3441,2.5
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,carbon,4,0.3333333333333333,E27,16.49,95.45,39,0.585222,89.9972,28.4165,0.0,0,12.5091,1.9099,73.055,0.0,True,28.5,4840,3.4482,2.54
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,carbon,5,0.3333333333333333,E27,16.49,95.45,39,0.58516,89.9983,28.424,0.0,0,12.5091,1.9099,75.326,0.0,True,28.5,4840,3.4925,2.37
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,carbon,6,0.3333333333333333,E27,16.49,95.45,39,0.583896,90.0199,28.5787,0.0,0,12.5091,1.9099,73.005,0.0,True,28.5,4840,3.4153,2.33
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,carbon,7,0.3333333333333333,E27,16.49,95.45,39,0.583698,90.0233,28.6028,0.0,0,12.5091,1.9099,70.105,0.0,True,28.5,4840,3.4422,2.41
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,carbon,8,0.3333333333333333,E27,16.49,95.45,39,0.585332,89.9953,28.403,0.0,0,12.5091,1.9099,70.236,0.0,True,28.5,4840,3.4214,2.44
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,random,1,0.3333333333333333,E27,16.49,95.45,39,1.806588,87.6018,9.8428,0.0,0,13.1091,2.1632,61.042,0.0,True,28.5,4840,2.9058,2.67
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,random,2,0.3333333333333333,E27,16.49,95.45,39,1.816231,87.5357,9.3615,0.0,0,13.1091,2.1707,65.201,0.0,True,28.5,4840,3.005,2.53
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,random,3,0.3333333333333333,E27,16.49,95.45,39,1.794837,87.6825,10.4292,0.0,0,13.0091,2.1465,65.942,0.0,True,28.0,4840,3.5592,2.71
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,random,4,0.3333333333333333,E27,16.49,95.45,39,1.816338,87.5349,9.3562,0.0,0,13.2091,2.1902,58.478,0.0,True,28.5,4840,3.6074,2.57
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,random,5,0.3333333333333333,E27,16.49,95.45,39,1.823917,87.4829,8.978,0.0,0,13.2091,2.1885,58.868,0.0,True,28.5,4840,3.6021,2.54
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,random,6,0.3333333333333333,E27,16.49,95.45,39,1.822137,87.4951,9.0668,0.0,0,13.2091,2.1822,58.229,0.0,True,28.0,4840,3.5686,2.53
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,random,7,0.3333333333333333,E27,16.49,95.45,39,1.820528,87.5062,9.1471,0.0,0,13.1591,2.1799,61.066,0.0,True,28.5,4840,3.6301,2.59
google,1500,20,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,1,WOA,random,8,0.3333333333333333,E27,16.49,95.45,39,1.807507,87.5955,9.7969,0.0,0,13.0091,2.1546,69.264,0.0,True,28.0,4840,3.5563,2.55
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,random,4,0.3333333333333333,E27,16.49,95.45,39,0.673622,88.4863,17.6036,0.0,0,13.0591,2.1632,74.142,0.0,True,28.5,4840,2.9239,2.5
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,random,5,0.3333333333333333,E27,16.49,95.45,39,0.676238,88.4415,17.2835,0.0,0,13.1091,2.1604,74.637,0.0,True,27.5,4840,3.0265,2.45
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,random,6,0.3333333333333333,E27,16.49,95.45,39,0.66886,88.5676,18.1859,0.0,0,13.0591,2.1467,73.37,0.0,True,28.0,4840,3.5214,2.43
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,random,7,0.3333333333333333,E27,16.49,95.45,39,0.67203,88.5135,17.7982,0.0,0,13.0591,2.1524,74.156,0.0,True,28.0,4840,3.6275,2.51
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,random,8,0.3333333333333333,E27,16.49,95.45,39,0.673658,88.4856,17.5992,0.0,0,13.1091,2.1604,72.49,0.0,True,28.0,4840,3.5981,2.53
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,random,9,0.3333333333333333,E27,16.49,95.45,39,0.671625,88.5204,17.8478,0.0,0,13.0091,2.146,74.969,0.0,True,28.5,4840,3.5856,2.57
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,random,10,0.3333333333333333,E27,16.49,95.45,39,0.674739,88.4672,17.4669,0.0,0,13.1091,2.1679,72.961,0.0,True,28.0,4840,3.6027,2.51
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,0,WOA,carbon,1,0.3333333333333333,E27,16.49,95.45,39,0.675961,88.4463,17.3174,0.0,0,13.1591,2.1674,71.272,0.0,True,28.5,4840,3.5689,2.41
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,2,WOA,carbon,6,0.3333333333333333,E27,16.49,95.45,39,2.186463,86.9939,6.2599,0.0,0,12.9591,2.0016,67.178,0.0,True,26.0,4840,3.6586,2.44
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,2,WOA,carbon,7,0.3333333333333333,E27,16.49,95.45,39,2.176857,87.0511,6.6718,0.0,0,12.9091,1.9849,69.821,0.0,True,26.5,4840,3.6198,2.77
google,1500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,2,WOA,carbon,8,0.3333333333333333,E27,16.49,95.45,39,2.151313,87.203,7.7669,0.0,0,12.7591,1.9549,69.211,0.0,True,26.5,4840,3.5593,2.87
