N,M,A,B,n,mean_A,ci_A,mean_B,ci_B,diff_pp,welch_p,mwu_p,cohen_d,cliffs_delta,sig
2000,20,CA-WOA,GA,30,63.216,"[63.09, 63.35]",55.861,"[55.74, 55.98]",7.355,5.06e-62,3.02e-11,21.75,1.0,YES
2000,20,CA-WOA,GWO,30,63.216,"[63.09, 63.35]",56.946,"[56.84, 57.05]",6.27,1.09e-57,3.02e-11,19.72,1.0,YES
2000,20,CA-WOA,HHO,30,63.216,"[63.09, 63.35]",57.211,"[56.99, 57.43]",6.005,3e-41,3.02e-11,12.23,1.0,YES
2000,20,CA-WOA,PSO,30,63.216,"[63.09, 63.35]",54.621,"[54.49, 54.76]",8.596,5.84e-65,3.02e-11,24.17,1.0,YES
2000,20,CA-WOA,WOA,30,63.216,"[63.09, 63.35]",55.809,"[55.66, 55.96]",7.408,6.06e-59,3.02e-11,19.6,1.0,YES
2500,10,CA-WOA,DE,30,44.505,"[43.38, 45.63]",22.528,"[22.24, 22.82]",21.977,5.04e-29,3.02e-11,10.01,1.0,YES
2500,10,CA-WOA,GA,30,44.505,"[43.38, 45.63]",24.378,"[24.19, 24.57]",20.127,9.9e-27,3.02e-11,9.34,1.0,YES
2500,10,CA-WOA,GWO,30,44.505,"[43.38, 45.63]",24.202,"[23.98, 24.42]",20.303,4.11e-27,3.02e-11,9.38,1.0,YES
2500,10,CA-WOA,HHO,30,44.505,"[43.38, 45.63]",30.35,"[29.43, 31.27]",14.155,4.22e-27,3.02e-11,5.16,1.0,YES
2500,10,CA-WOA,PSO,30,44.505,"[43.38, 45.63]",21.682,"[21.47, 21.90]",22.823,1.36e-28,3.02e-11,10.55,1.0,YES
2500,10,CA-WOA,WOA,30,44.505,"[43.38, 45.63]",28.625,"[27.25, 30.00]",15.88,3.46e-25,3.02e-11,4.72,1.0,YES
2500,20,CA-WOA,DE,30,57.863,"[57.68, 58.05]",49.299,"[49.14, 49.46]",8.564,3.18e-57,3.02e-11,18.49,1.0,YES
2500,20,CA-WOA,GA,30,57.863,"[57.68, 58.05]",50.352,"[50.20, 50.50]",7.511,9.6e-54,3.02e-11,16.66,1.0,YES
2500,20,CA-WOA,GWO,30,57.863,"[57.68, 58.05]",50.898,"[50.79, 51.01]",6.966,2.05e-48,3.02e-11,16.91,1.0,YES
2500,20,CA-WOA,HHO,30,57.863,"[57.68, 58.05]",51.58,"[51.30, 51.86]",6.284,6.51e-39,3.02e-11,9.87,1.0,YES
2500,20,CA-WOA,PSO,30,57.863,"[57.68, 58.05]",48.92,"[48.79, 49.05]",8.944,1.22e-56,3.02e-11,20.6,1.0,YES
2500,20,CA-WOA,WOA,30,57.863,"[57.68, 58.05]",50.198,"[50.08, 50.32]",7.665,4.34e-51,3.02e-11,18.4,1.0,YES
3000,10,CA-WOA,DE,30,47.317,"[45.97, 48.66]",14.851,"[14.61, 15.09]",32.466,1.02e-30,3.02e-11,12.54,1.0,YES
3000,10,CA-WOA,GA,30,47.317,"[45.97, 48.66]",16.925,"[16.75, 17.10]",30.392,2.45e-29,3.02e-11,11.82,1.0,YES
3000,10,CA-WOA,GWO,30,47.317,"[45.97, 48.66]",17.249,"[16.93, 17.57]",30.069,1.64e-30,3.02e-11,11.48,1.0,YES
3000,10,CA-WOA,HHO,30,47.317,"[45.97, 48.66]",29.75,"[28.76, 30.74]",17.568,6.34e-28,3.02e-11,5.56,1.0,YES
3000,10,CA-WOA,PSO,30,47.317,"[45.97, 48.66]",14.301,"[14.10, 14.50]",33.016,1.36e-30,3.02e-11,12.81,1.0,YES
3000,10,CA-WOA,WOA,30,47.317,"[45.97, 48.66]",31.297,"[29.75, 32.85]",16.02,1.1e-22,3.02e-11,4.12,1.0,YES
3000,20,CA-WOA,DE,30,54.105,"[53.78, 54.43]",44.65,"[44.49, 44.81]",9.454,3.12e-40,3.02e-11,13.64,1.0,YES
3000,20,CA-WOA,GA,30,54.105,"[53.78, 54.43]",45.84,"[45.71, 45.97]",8.265,1.7e-35,3.02e-11,12.35,1.0,YES
3000,20,CA-WOA,GWO,30,54.105,"[53.78, 54.43]",46.127,"[45.97, 46.28]",7.978,1.27e-36,3.02e-11,11.62,1.0,YES
3000,20,CA-WOA,HHO,30,54.105,"[53.78, 54.43]",47.304,"[46.92, 47.69]",6.8,1.98e-34,3.02e-11,7.1,1.0,YES
3000,20,CA-WOA,PSO,30,54.105,"[53.78, 54.43]",44.267,"[44.10, 44.43]",9.838,4.65e-41,3.02e-11,14.17,1.0,YES
3000,20,CA-WOA,WOA,30,54.105,"[53.78, 54.43]",45.664,"[45.53, 45.80]",8.441,4.48e-36,3.02e-11,12.58,1.0,YES
